ref_area,indicator,source,time,obs_value,note_indicator,note_source
ALB,ILR_CBCT_NOC_RT,FX:7131,2009,40.6,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2012,45.5,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2013,55.8,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2014,56.5,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2015,56.6,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2016,54.4,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2017,50.9,,S9:66
ALB,ILR_CBCT_NOC_RT,FX:7131,2018,51.1,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2008,50.9,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2009,50.6,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2010,52.4,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2011,51.2,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2012,50.5,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2013,51.5,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2014,51,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2015,52.9,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2016,51.8,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2017,48.4,,S9:66
ARG,ILR_CBCT_NOC_RT,FX:8237,2018,49.4,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2009,25.3,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2010,25.1,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2015,24.9,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2016,24.1,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2017,25.7,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2018,19.9,,S9:66
ARM,ILR_CBCT_NOC_RT,FI:171,2019,19.4,,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2004,64.4,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2006,63.3,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2008,59.3,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2010,61.1,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2012,60,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2014,62,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2016,61.3,T32:3476,S9:66
AUS,ILR_CBCT_NOC_RT,DA:603,2018,61.2,T32:3476,S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2000,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2001,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2002,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2003,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2004,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2005,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2006,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2007,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2008,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2009,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2010,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2011,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2012,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2013,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2014,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2015,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2016,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2017,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2018,98,T32:3476,S7:57_S9:66
AUT,ILR_CBCT_NOC_RT,XX:8241,2019,98,T32:3476,S7:57_S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2000,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2001,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2002,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2003,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2004,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2005,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2006,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2007,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2008,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2009,96,T32:3476,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2010,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2011,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2012,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2013,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2014,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2015,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2016,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2017,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2018,96,,S9:66
BEL,ILR_CBCT_NOC_RT,FX:8243,2019,96,,S9:66
BGD,ILR_CBCT_NOC_RT,FX:805,2006,5,T32:3477,S9:66
BGD,ILR_CBCT_NOC_RT,XX:16045,2016,2.6,T32:3476,S9:66
BGD,ILR_CBCT_NOC_RT,XX:16045,2017,2.3,T32:3476,S9:66
BGD,ILR_CBCT_NOC_RT,XX:16045,2018,1.6,T32:3476,S9:66
BGD,ILR_CBCT_NOC_RT,XX:16045,2019,1.6,T32:3476,S9:66
BGD,ILR_CBCT_NOC_RT,XX:16045,2020,1.6,T32:3476,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2011,10.6,T32:4131,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2012,12.8,T32:4131,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2013,12.5,T32:4131,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2014,12.2,T32:4131,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2015,11.6,T32:4131,S9:66
BGR,ILR_CBCT_NOC_RT,FE:3510,2016,10.8,T32:4131,S9:66
BIH,ILR_CBCT_NOC_RT,XX:8244,2012,50,,S9:66
BLZ,ILR_CBCT_NOC_RT,FX:3509,2011,9.5,,S9:66
BLZ,ILR_CBCT_NOC_RT,FX:3509,2012,9.1,,S9:66
BRA,ILR_CBCT_NOC_RT,BX:356,2009,58.8,T32:3476,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2011,63.6,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2012,66,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2013,67.5,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2014,71.7,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2015,65.8,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2016,61.9,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2017,59.9,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2018,58.5,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2019,57.7,,S9:3479
BRA,ILR_CBCT_NOC_RT,BX:356,2020,64.8,,S9:3479
BWA,ILR_CBCT_NOC_RT,XX:16046,2016,36.1,,S9:66
BWA,ILR_CBCT_NOC_RT,XX:16046,2017,36,,S9:66
BWA,ILR_CBCT_NOC_RT,XX:16046,2018,37.9,,S9:66
BWA,ILR_CBCT_NOC_RT,XX:16046,2019,33.8,,S9:66
BWA,ILR_CBCT_NOC_RT,XX:16046,2020,34.5,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2000,32.3,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2001,32.3,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2002,32.2,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2003,32.2,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2004,31.7,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2005,32,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2006,31.7,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2007,31.6,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2008,31.2,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2009,31.5,T32:4132,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2010,31.4,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2011,31,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2012,31.3,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2013,31.1,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2014,30.4,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2015,30.6,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2016,30.3,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2017,30.4,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2018,30.1,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2019,30.2,,S9:66
CAN,ILR_CBCT_NOC_RT,BA:147,2020,31.3,,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2001,39.9,T32:3476,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2003,41.7,T32:3476,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2005,44.6,T32:3476,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2007,44.7,T32:3476,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2009,44.7,T32:3476,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2012,47.4,,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2014,47.2,,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2016,48,,S9:66
CHE,ILR_CBCT_NOC_RT,XX:8285,2018,47.7,,S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2009,14.8,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2010,15.4,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2011,15.6,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2012,16.6,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2013,17.3,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2014,18.1,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2015,17.6,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2016,17.9,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2017,20.5,,S3:24_S7:57_S9:66
CHL,ILR_CBCT_NOC_RT,FX:137,2018,21,,S3:24_S7:57_S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2000,18.1,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2006,16.1,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2008,22.3,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2009,23.4,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2010,26.7,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2011,32.6,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2012,39.3,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2013,42.5,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2016,44.9,T32:3477_T32:3504,S9:66
CHN,ILR_CBCT_NOC_RT,FI:783,2017,45,T32:3477_T32:3504,S9:66
CMR,ILR_CBCT_NOC_RT,XX:16048,2016,16.5,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2008,0.8,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2009,1.1,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2010,0.7,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2011,1,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2012,0.9,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2013,10.7,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2014,12.3,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2015,14.5,,S9:66
COL,ILR_CBCT_NOC_RT,EA:13418,2016,15.7,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2011,4.6,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2012,4.2,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2013,9.5,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2014,9.3,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2015,9.3,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2016,10.6,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2017,10.8,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2018,10.2,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2019,10.3,,S9:66
CRI,ILR_CBCT_NOC_RT,FX:13421,2020,11.8,,S9:66
CUB,ILR_CBCT_NOC_RT,FI:797,2008,81.4,,S9:66
CUB,ILR_CBCT_NOC_RT,FI:797,2018,76.8,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2000,65.1,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2001,62.1,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2002,63.2,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2003,64,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2004,62.7,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2005,59.8,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2006,58.1,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2007,54.6,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2008,52.9,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2009,52.4,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2010,50,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2011,48.6,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2012,48.5,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2013,48.6,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2014,47.7,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2015,43.6,,S9:66
CYP,ILR_CBCT_NOC_RT,XX:8251,2016,43.3,,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2000,33.2,,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2001,26.6,,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2002,29.6,,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2003,31.9,,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2004,37.5,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2005,35.2,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2006,34.3,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2007,33.8,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2008,35.3,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2009,35,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2010,33.1,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2011,34,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2012,33.9,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2013,33.6,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2014,31.6,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2015,31.6,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2016,30.3,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2017,30.9,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2018,31.5,T32:3476,S9:66
CZE,ILR_CBCT_NOC_RT,FE:8253,2019,32.1,T32:3476,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2000,67.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2001,68.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2002,67.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2003,67.6,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2004,65.3,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2005,63.7,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2006,62.1,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2007,60.6,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2008,60.5,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2009,61.7,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2010,59.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2011,58.9,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2012,58.3,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2013,57.6,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2014,57.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2015,56.8,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2016,56.4,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2017,54.5,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2018,54.3,,S9:66
DEU,ILR_CBCT_NOC_RT,DA:311,2019,51.8,,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2000,85,T32:3476,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2004,85,T32:3476,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2006,84,T32:3476,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2007,81,T32:3476,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2009,82,T32:3476,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2010,83,,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2013,84,,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2014,83.5,,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2015,84,,S9:66
DNK,ILR_CBCT_NOC_RT,FH:8254,2018,80.3,,S9:66
DOM,ILR_CBCT_NOC_RT,FX:16062,2008,8,,S9:66
EGY,ILR_CBCT_NOC_RT,FX:791,2008,3.5,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2000,82.9,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2001,81.5,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2002,79,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2003,77.7,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2004,76.1,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2005,76,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2006,75.4,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2007,76,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2008,78.9,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2009,80.9,T32:3476,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2010,79.4,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2011,79.8,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2012,80.1,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2013,84.6,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2014,83.4,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2015,79.6,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2016,80.8,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2017,78.9,,S9:66
ESP,ILR_CBCT_NOC_RT,FE:623,2018,80.1,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2001,28,T32:3476,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2003,28,T32:3476,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2004,28,T32:3476,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2007,25,T32:3476,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2009,24,T32:3476,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2011,22.9,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2012,23,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2015,18.6,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2016,14.4,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2017,14.7,,S9:66
EST,ILR_CBCT_NOC_RT,XX:8255,2018,15,,S9:66
ETH,ILR_CBCT_NOC_RT,FX:7127,2013,9.8,,S9:66
ETH,ILR_CBCT_NOC_RT,FX:7127,2016,1.2,,S9:66
ETH,ILR_CBCT_NOC_RT,FX:7127,2017,1.1,,S9:66
